"0"|"1"|"2"|"3"
"Kushal  Add to Watchlist  Add to Portfolio"|"10"|"2"|"03-09-2015"
"ITD Cementation  Add to Watchlist  Add to Portfolio"|"10"|"1"|"21-08-2015"
"Signet Ind  Add to Watchlist  Add to Portfolio"|"10"|"1"|"17-08-2015"
"Kausambi Vanij  Add to Watchlist  Add to Portfolio"|"10"|"1"|"14-08-2015"
"High Ground Ent  Add to Watchlist  Add to Portfolio"|"10"|"1"|"16-07-2015"
"Birdhi Chand  Add to Watchlist  Add to Portfolio"|"10"|"1"|"02-07-2015"
"JMT Auto  Add to Watchlist  Add to Portfolio"|"10"|"2"|"25-06-2015"
"ASIS Logistics  Add to Watchlist  Add to Portfolio"|"100"|"1"|"12-06-2015"
"Fineotex Chem  Add to Watchlist  Add to Portfolio"|"10"|"2"|"11-06-2015"
"Rollatainers  Add to Watchlist  Add to Portfolio"|"10"|"2"|"04-06-2015"
"Elpro Int  Add to Watchlist  Add to Portfolio"|"10"|"2"|"04-06-2015"
"Sunstar Realty  Add to Watchlist  Add to Portfolio"|"10"|"1"|"04-06-2015"
"Kkalpana Ind  Add to Watchlist  Add to Portfolio"|"10"|"2"|"21-05-2015"
"Shri Mahalaxmi  Add to Watchlist  Add to Portfolio"|"10"|"5"|"18-05-2015"
"Rasi Electrodes  Add to Watchlist  Add to Portfolio"|"10"|"2"|"11-05-2015"
"Titagarh Wagons  Add to Watchlist  Add to Portfolio"|"10"|"2"|"23-04-2015"
"Indag Rubber  Add to Watchlist  Add to Portfolio"|"10"|"2"|"23-04-2015"
"Arnold Holdings  Add to Watchlist  Add to Portfolio"|"10"|"2"|"16-04-2015"
"Pitti Engineeri  Add to Watchlist  Add to Portfolio"|"10"|"5"|"16-04-2015"
"Menon Bearings  Add to Watchlist  Add to Portfolio"|"5"|"1"|"09-04-2015"
"KSS  Add to Watchlist  Add to Portfolio"|"10"|"1"|"30-03-2015"
"Millennium  Add to Watchlist  Add to Portfolio"|"10"|"1"|"30-03-2015"
"Rajlaxmi Ind  Add to Watchlist  Add to Portfolio"|"10"|"1"|"27-03-2015"
"Kansai Nerolac  Add to Watchlist  Add to Portfolio"|"10"|"1"|"26-03-2015"
"Panafic Ind  Add to Watchlist  Add to Portfolio"|"10"|"1"|"25-03-2015"
"Granules India  Add to Watchlist  Add to Portfolio"|"10"|"1"|"23-03-2015"
"Ajanta Pharma  Add to Watchlist  Add to Portfolio"|"5"|"2"|"20-03-2015"
"Tech Mahindra  Add to Watchlist  Add to Portfolio"|"10"|"5"|"19-03-2015"
"Monotype India Add to Watchlist  Add to Portfolio"|"10"|"1"|"16-03-2015"
"Aplaya Creation  Add to Watchlist  Add to Portfolio"|"10"|"1"|"11-03-2015"
"Channel Nine  Add to Watchlist  Add to Portfolio"|"10"|"1"|"02-03-2015"
"Hikal  Add to Watchlist  Add to Portfolio"|"10"|"2"|"27-02-2015"
"Amines Plast  Add to Watchlist  Add to Portfolio"|"10"|"2"|"27-02-2015"
"Grandma Trading  Add to Watchlist  Add to Portfolio"|"10"|"1"|"26-02-2015"
"Bala Techno  Add to Watchlist  Add to Portfolio"|"10"|"1"|"25-02-2015"
"HPC Bio  Add to Watchlist  Add to Portfolio"|"10"|"1"|"20-02-2015"
"Yamini Invt  Add to Watchlist  Add to Portfolio"|"10"|"1"|"18-02-2015"
"Zyden Gentec  Add to Watchlist  Add to Portfolio"|"10"|"2"|"18-02-2015"
"Quasar India  Add to Watchlist  Add to Portfolio"|"10"|"1"|"12-02-2015"
"Esteem Bio  Add to Watchlist  Add to Portfolio"|"10"|"1"|"11-02-2015"
"Him Fibres  Add to Watchlist  Add to Portfolio"|"10"|"1"|"09-02-2015"
"Poly Medicure  Add to Watchlist  Add to Portfolio"|"10"|"5"|"02-02-2015"
"Tata Coffee  Add to Watchlist  Add to Portfolio"|"10"|"1"|"23-01-2015"
"Bank of Baroda  Add to Watchlist  Add to Portfolio"|"10"|"2"|"22-01-2015"
"Corporation Bk  Add to Watchlist  Add to Portfolio"|"10"|"2"|"22-01-2015"
"RS Software  Add to Watchlist  Add to Portfolio"|"10"|"5"|"21-01-2015"
"Eco Friendly  Add to Watchlist  Add to Portfolio"|"10"|"1"|"08-01-2015"
"Berger Paints  Add to Watchlist  Add to Portfolio"|"2"|"1"|"08-01-2015"
"Hathway Cable  Add to Watchlist  Add to Portfolio"|"10"|"2"|"06-01-2015"
"Minda Corp  Add to Watchlist  Add to Portfolio"|"10"|"2"|"05-01-2015"
