"0"|"1"|"2"|"3"
"Finkurve Fin  Add to Watchlist  Add to Portfolio"|"10"|"1"|"26-02-2014"
"Sharon Bio Medi  Add to Watchlist  Add to Portfolio"|"10"|"2"|"20-02-2014"
"Swan Energy  Add to Watchlist  Add to Portfolio"|"2"|"1"|"03-02-2014"
"Sam Leaseco  Add to Watchlist  Add to Portfolio"|"10"|"1"|"29-01-2014"
"Kaveri Seed  Add to Watchlist  Add to Portfolio"|"10"|"2"|"27-01-2014"
"BS Limited  Add to Watchlist  Add to Portfolio"|"10"|"1"|"21-01-2014"
"Mishka Finance  Add to Watchlist  Add to Portfolio"|"10"|"1"|"16-01-2014"
"Cressanda Sol  Add to Watchlist  Add to Portfolio"|"10"|"1"|"13-01-2014"
"Thacker  Add to Watchlist  Add to Portfolio"|"10"|"5"|"10-01-2014"
"Maa Jagdambe  Add to Watchlist  Add to Portfolio"|"10"|"2"|"09-01-2014"
"Nivyah Infra  Add to Watchlist  Add to Portfolio"|"10"|"100"|"07-01-2014"
